"site","habitat","treatment","sampling_unit","indice","valor"
"toledo","scrub","high","T59_3","delta_shannon",4.37492556261878
"toledo","scrub","high","T59_3","delta_simpson",3.73735168485999
"toledo","scrub","high","T60_1","delta_abundancia",1
"toledo","scrub","high","T60_1","delta_riqueza",5
"toledo","scrub","high","T60_1","delta_shannon",3.20024873828081
"toledo","scrub","high","T60_1","delta_simpson",1.5137026730753
"toledo","scrub","high","T60_2","delta_abundancia",33
"toledo","scrub","high","T60_2","delta_riqueza",11
"toledo","scrub","high","T60_2","delta_shannon",9.42051170879703
"toledo","scrub","high","T60_2","delta_simpson",8.06493506493507
"toledo","scrub","high","T60_3","delta_abundancia",8
"toledo","scrub","high","T60_3","delta_riqueza",2
"toledo","scrub","high","T60_3","delta_shannon",1.22959187392042
"toledo","scrub","high","T60_3","delta_simpson",0.851851851851852
"toledo","scrub","hyper","T21_1","delta_abundancia",2
"toledo","scrub","hyper","T21_1","delta_riqueza",1
"toledo","scrub","hyper","T21_1","delta_shannon",0.88988157484231
"toledo","scrub","hyper","T21_1","delta_simpson",0.8
"toledo","scrub","hyper","T21_2","delta_abundancia",8
"toledo","scrub","hyper","T21_2","delta_riqueza",2
"toledo","scrub","hyper","T21_2","delta_shannon",1.55202792428089
"toledo","scrub","hyper","T21_2","delta_simpson",1.31428571428571
"toledo","scrub","hyper","T21_3","delta_abundancia",18
"toledo","scrub","hyper","T21_3","delta_riqueza",9
"toledo","scrub","hyper","T21_3","delta_shannon",8.24513873696807
"toledo","scrub","hyper","T21_3","delta_simpson",7.69565217391304
"toledo","scrub","hyper","T22_1","delta_abundancia",-1
"toledo","scrub","hyper","T22_1","delta_riqueza",-1
"toledo","scrub","hyper","T22_1","delta_shannon",-1
"toledo","scrub","hyper","T22_1","delta_simpson",-1
"toledo","scrub","hyper","T22_2","delta_abundancia",7
"toledo","scrub","hyper","T22_2","delta_riqueza",2
"toledo","scrub","hyper","T22_2","delta_shannon",1.2824958486638
"toledo","scrub","hyper","T22_2","delta_simpson",0.822222222222222
"toledo","scrub","hyper","T22_3","delta_abundancia",3
"toledo","scrub","hyper","T22_3","delta_riqueza",-1
"toledo","scrub","hyper","T22_3","delta_shannon",-0.447519611320816
"toledo","scrub","hyper","T22_3","delta_simpson",-0.162907268170426
"toledo","scrub","hyper","T23_1","delta_abundancia",4
"toledo","scrub","hyper","T23_1","delta_riqueza",0
"toledo","scrub","hyper","T23_1","delta_shannon",-0.63406676919471
"toledo","scrub","hyper","T23_1","delta_simpson",-0.95852534562212
"toledo","scrub","hyper","T23_2","delta_abundancia",2
"toledo","scrub","hyper","T23_2","delta_riqueza",-2
"toledo","scrub","hyper","T23_2","delta_shannon",-2.0058533309531
"toledo","scrub","hyper","T23_2","delta_simpson",-2
"toledo","scrub","hyper","T23_3","delta_abundancia",-2
"toledo","scrub","hyper","T23_3","delta_riqueza",-3
"toledo","scrub","hyper","T23_3","delta_shannon",-1.61985250269247
"toledo","scrub","hyper","T23_3","delta_simpson",-0.842105263157895
"toledo","scrub","hyper","T24_1","delta_abundancia",2
"toledo","scrub","hyper","T24_1","delta_riqueza",-2
"toledo","scrub","hyper","T24_1","delta_shannon",-1.71065067421325
"toledo","scrub","hyper","T24_1","delta_simpson",-1.45454545454546
"toledo","scrub","hyper","T24_2","delta_abundancia",2
"toledo","scrub","hyper","T24_2","delta_riqueza",-1
"toledo","scrub","hyper","T24_2","delta_shannon",-1.6188984220477
"toledo","scrub","hyper","T24_2","delta_simpson",-2
"toledo","scrub","hyper","T24_3","delta_abundancia",12
"toledo","scrub","hyper","T24_3","delta_riqueza",5
"toledo","scrub","hyper","T24_3","delta_shannon",4.68586601302565
"toledo","scrub","hyper","T24_3","delta_simpson",4.45161290322581
"toledo","scrub","hyper","T25_1","delta_abundancia",1
"toledo","scrub","hyper","T25_1","delta_riqueza",0
"toledo","scrub","hyper","T25_1","delta_shannon",-0.11011842515769
"toledo","scrub","hyper","T25_1","delta_simpson",-0.2
"toledo","scrub","hyper","T25_2","delta_abundancia",2
"toledo","scrub","hyper","T25_2","delta_riqueza",2
"toledo","scrub","hyper","T25_2","delta_shannon",2
"toledo","scrub","hyper","T25_2","delta_simpson",2
"toledo","scrub","hyper","T25_3","delta_abundancia",3
"toledo","scrub","hyper","T25_3","delta_riqueza",2
"toledo","scrub","hyper","T25_3","delta_shannon",1.82842712474619
"toledo","scrub","hyper","T25_3","delta_simpson",1.66666666666667
"toledo","forest","control","T10_1","delta_braycurtis",0.952380952380952
"toledo","forest","control","T10_2","delta_braycurtis",0.808219178082192
"toledo","forest","control","T10_3","delta_braycurtis",0.577235772357724
"toledo","forest","control","T6_1","delta_braycurtis",0.62962962962963
"toledo","forest","control","T6_2","delta_braycurtis",1
"toledo","forest","control","T6_3","delta_braycurtis",0.875
"toledo","forest","control","T7_1","delta_braycurtis",0.655172413793103
"toledo","forest","control","T7_2","delta_braycurtis",0.654545454545455
"toledo","forest","control","T7_3","delta_braycurtis",0.608695652173913
"toledo","forest","control","T8_1","delta_braycurtis",0.831775700934579
"toledo","forest","control","T8_2","delta_braycurtis",0.819277108433735
"toledo","forest","control","T8_3","delta_braycurtis",0.854545454545454
"toledo","forest","control","T9_1","delta_braycurtis",0.798319327731092
"toledo","forest","control","T9_2","delta_braycurtis",0.792
"toledo","forest","control","T9_3","delta_braycurtis",0.698630136986301
"toledo","forest","high","T11_1","delta_braycurtis",0.70873786407767
"toledo","forest","high","T11_2","delta_braycurtis",0.722627737226277
"toledo","forest","high","T11_3","delta_braycurtis",0.797101449275362
"toledo","forest","high","T12_1","delta_braycurtis",0.818181818181818
"toledo","forest","high","T12_2","delta_braycurtis",1
"toledo","forest","high","T12_3","delta_braycurtis",0.71830985915493
"toledo","forest","high","T13_1","delta_braycurtis",0.928571428571429
"toledo","forest","high","T13_2","delta_braycurtis",0.661016949152542
"toledo","forest","high","T13_3","delta_braycurtis",0.877551020408163
"toledo","forest","high","T14_1","delta_braycurtis",1
"toledo","forest","high","T14_2","delta_braycurtis",1
"toledo","forest","high","T14_3","delta_braycurtis",1
"toledo","forest","high","T15_1","delta_braycurtis",0.429951690821256
"toledo","forest","high","T15_2","delta_braycurtis",0.85
"toledo","forest","high","T15_3","delta_braycurtis",0.617647058823529
"toledo","forest","hyper","T16_1","delta_braycurtis",0.666666666666667
"toledo","forest","hyper","T16_2","delta_braycurtis",0.166666666666667
"toledo","forest","hyper","T16_3","delta_braycurtis",0.230769230769231
"toledo","forest","hyper","T17_1","delta_braycurtis",0.91304347826087
"toledo","forest","hyper","T17_2","delta_braycurtis",0.591836734693878
"toledo","forest","hyper","T17_3","delta_braycurtis",0.720930232558139
"toledo","forest","hyper","T19_1","delta_braycurtis",1
"toledo","forest","hyper","T19_2","delta_braycurtis",0.583333333333333
"toledo","forest","hyper","T19_3","delta_braycurtis",0.92
"toledo","forest","hyper","T20_1","delta_braycurtis",1
"toledo","forest","hyper","T20_2","delta_braycurtis",0.4
"toledo","forest","hyper","T20_3","delta_braycurtis",0.75
"toledo","forest","hyper","T66_1","delta_braycurtis",1
"toledo","forest","hyper","T66_2","delta_braycurtis",1
"toledo","forest","hyper","T66_3","delta_braycurtis",0.714285714285714
"toledo","scrub","control","T51_1","delta_braycurtis",0.963636363636364
"toledo","scrub","control","T51_2","delta_braycurtis",0.48936170212766
"toledo","scrub","control","T51_3","delta_braycurtis",0.882352941176471
"toledo","scrub","control","T52_1","delta_braycurtis",0.923076923076923
"toledo","scrub","control","T52_2","delta_braycurtis",0.936507936507937
"toledo","scrub","control","T52_3","delta_braycurtis",0.416666666666667
"toledo","scrub","control","T53_1","delta_braycurtis",0.76978417266187
"toledo","scrub","control","T53_2","delta_braycurtis",0.481481481481481
"toledo","scrub","control","T53_3","delta_braycurtis",0.645569620253165
"toledo","scrub","control","T64_1","delta_braycurtis",0.562841530054645
"toledo","scrub","control","T64_2","delta_braycurtis",0.666666666666667
"toledo","scrub","control","T64_3","delta_braycurtis",0.604651162790698
"toledo","scrub","control","T65_1","delta_braycurtis",0.5
"toledo","scrub","control","T65_2","delta_braycurtis",0.624242424242424
"toledo","scrub","control","T65_3","delta_braycurtis",0.613793103448276
"toledo","scrub","high","T56_1","delta_braycurtis",0.647058823529412
"toledo","scrub","high","T56_2","delta_braycurtis",0.696969696969697
"toledo","scrub","high","T56_3","delta_braycurtis",0.2
"toledo","scrub","high","T57_1","delta_braycurtis",0.736263736263736
"toledo","scrub","high","T57_2","delta_braycurtis",0.5
"toledo","scrub","high","T57_3","delta_braycurtis",0.75609756097561
"toledo","scrub","high","T58_1","delta_braycurtis",0.466666666666667
"toledo","scrub","high","T58_2","delta_braycurtis",0.705882352941177
"toledo","scrub","high","T58_3","delta_braycurtis",1
"toledo","scrub","high","T59_1","delta_braycurtis",0.608391608391608
"toledo","scrub","high","T59_2","delta_braycurtis",0.857142857142857
"toledo","scrub","high","T59_3","delta_braycurtis",0.532467532467532
"toledo","scrub","high","T60_1","delta_braycurtis",0.294117647058824
"toledo","scrub","high","T60_2","delta_braycurtis",0.733333333333333
"toledo","scrub","high","T60_3","delta_braycurtis",0.666666666666667
"toledo","scrub","hyper","T21_1","delta_braycurtis",1
"toledo","scrub","hyper","T21_2","delta_braycurtis",1
"toledo","scrub","hyper","T21_3","delta_braycurtis",0.818181818181818
"toledo","scrub","hyper","T22_1","delta_braycurtis",1
"toledo","scrub","hyper","T22_2","delta_braycurtis",1
"toledo","scrub","hyper","T22_3","delta_braycurtis",0.263157894736842
"toledo","scrub","hyper","T23_1","delta_braycurtis",0.714285714285714
"toledo","scrub","hyper","T23_2","delta_braycurtis",0.75
"toledo","scrub","hyper","T23_3","delta_braycurtis",0.25
"toledo","scrub","hyper","T24_1","delta_braycurtis",0.5
"toledo","scrub","hyper","T24_2","delta_braycurtis",0.8
"toledo","scrub","hyper","T24_3","delta_braycurtis",0.857142857142857
"toledo","scrub","hyper","T25_1","delta_braycurtis",1
"toledo","scrub","hyper","T25_2","delta_braycurtis",0.333333333333333
"toledo","scrub","hyper","T25_3","delta_braycurtis",1
